activation_day,activation_month,activation_year,locality,latitude,longitude,type,lease_type,property_size,property_age,furnishing,facing,floor,total_floor,building_type,water_supply,negotiable,cup_board,balconies,parking,bathroom,gym,lift,swimming_pool,internet,ac,club,intercom,cpa,fs,servant,security,sc,gp,park,rwh,stp,hk,pb,vp,rent
21,4,2018,Bommanahalli,12.90101621,77.61838008,3.0,2,1480,5.0,1,7.0,1.0,3.0,3,1,0,3.0,0.0,3,2.0,1,0,1,0,0,0.0,0,0.0,0,0.0,1,0,0.0,1,0.0,0.0,0,0,0.0,19500.0
13,1,2018,Padmanabha nagar,12.91887866,77.55378995,2.0,4,920,15.0,1,1.0,1.0,3.0,3,2,0,2.0,0.0,3,2.0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,1,0.0,16000.0
25,6,2018,Marathahalli,12.96266977,77.71418248,3.0,4,2000,10.0,1,1.0,0.0,0.0,2,1,1,3.0,1.0,1,3.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,28000.0
26,8,2017,Bhoganhalli,12.926969,77.6972625,2.0,2,1099,4.0,1,7.0,4.0,4.0,1,3,0,2.0,2.0,3,2.0,1,1,1,0,0,0.0,1,1.0,0,0.0,1,0,0.0,0,0.0,1.0,0,1,0.0,21000.0
22,10,2017,Gunjur,12.9220588,77.72315144,3.0,4,1318,0.0,1,0.0,0.0,3.0,1,2,1,6.0,2.0,3,2.0,1,1,1,1,0,0.0,0,1.0,1,0.0,1,0,0.0,0,1.0,0.0,1,1,0.0,18000.0
17,1,2018,Vimanapura,12.9624171,77.6855144,1.0,2,800,5.0,1,0.0,2.0,3.0,3,2,0,2.0,1.0,0,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,10000.0
5,8,2018,Vijaya Nagar,12.97036534,77.53245952,2.0,4,500,10.0,0,0.0,1.0,2.0,3,1,1,0.0,0.0,0,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,10000.0
6,6,2018,Murgesh Pallya,12.95570804,77.6588573,2.0,2,850,33.0,1,1.0,0.0,1.0,3,1,1,3.0,0.0,1,2.0,0,0,0,0,1,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,18000.0
16,12,2017,Bommanahalli,12.90351207,77.62060192,2.0,4,1100,1.0,1,1.0,2.0,4.0,1,2,1,2.0,1.0,3,2.0,0,1,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,1.0,0.0,0,0,0.0,16000.0
20,7,2017,BTM 2nd Stage,12.91573961,77.6098936,2.0,1,1000,10.0,1,7.0,1.0,2.0,3,1,0,2.0,2.0,0,2.0,0,0,0,1,0,0.0,0,1.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,22000.0
6,1,2018,"5th Stage,RR Nagar",12.905985,77.5211637,1.0,4,1650,10.0,1,0.0,3.0,3.0,1,2,1,2.0,3.0,3,3.0,0,0,0,1,0,0.0,0,0.0,0,0.0,1,1,0.0,1,1.0,1.0,1,1,0.0,16000.0
28,1,2018,Whitefield,12.96652307,77.76019686,1.0,2,450,5.0,1,0.0,1.0,2.0,3,2,1,1.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0.0,1.0,0,0,0.0,10000.0
31,12,2017,Whitefield,12.96658968,77.76334496,2.0,4,1000,4.0,1,1.0,1.0,2.0,3,2,1,2.0,1.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,1.0,1,0.0,0.0,0,0,0.0,11000.0
1,7,2018,Jayanagar,12.91870022,77.58951569,2.0,2,1350,10.0,2,1.0,0.0,5.0,1,1,1,4.0,2.0,3,2.0,1,1,0,0,1,0.0,1,0.0,1,0.0,1,0,1.0,1,0.0,0.0,1,1,0.0,27000.0
7,9,2018,Malleswaram,12.9972035,77.5736545,1.0,4,500,1.0,1,0.0,3.0,3.0,3,1,1,1.0,1.0,1,1.0,0,0,0,0,0,0.0,0,1.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0.0,11500.0
1,10,2018,"Basavanna Nagar, Whitefield, Bengaluru, Karnataka 560048, India",12.96736213,77.68278661,1.0,2,750,2.0,1,0.0,4.0,4.0,3,3,1,2.0,1.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,9000.0
31,8,2017,"5th Stage, RR Nagar",12.90958548,77.52479179,3.0,4,1190,1.0,1,0.0,2.0,4.0,1,1,1,2.0,0.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,14000.0
7,5,2018,BTM Layout,12.91257627,77.60625877,1.0,4,650,5.0,1,4.0,0.0,2.0,2,2,1,1.0,0.0,1,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,14000.0
18,3,2018,Mangammanapalya,12.90669632,77.63087583,2.0,4,700,5.0,1,0.0,2.0,3.0,3,2,0,2.0,0.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,1,1,0.0,1,0.0,0.0,0,0,0.0,11000.0
7,11,2017,Whitefield,12.9697999,77.7499467,2.0,2,1135,3.0,1,0.0,3.0,3.0,1,2,1,5.0,1.0,3,2.0,0,0,0,1,0,0.0,1,0.0,0,0.0,1,1,0.0,0,0.0,0.0,1,1,0.0,19000.0
10,5,2017,JP Nagar,12.910491,77.5857168,1.0,2,650,0.0,1,1.0,5.0,5.0,1,2,0,1.0,1.0,1,1.0,0,1,0,1,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,10000.0
20,7,2018,Mahadevapura,12.9914602,77.6909955,1.0,4,400,5.0,1,1.0,1.0,1.0,2,1,1,1.0,1.0,3,2.0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,1,0.0,1,0.0,0.0,0,0,0.0,8000.0
7,4,2018," 4th Cross Road, 2nd Stage, Brigade Metropolis, Garudachar Palya, Mahadevapura, Bengaluru, Karnataka 560048, India,Bengaluru",12.98295757,77.70607218,1.0,2,550,0.0,1,0.0,0.0,4.0,2,2,1,5.0,1.0,2,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,1,1,0.0,0,0.0,0.0,0,0,0.0,14000.0
17,7,2018,Indiranagar,12.974032,77.64229546,3.0,2,1500,10.0,1,0.0,0.0,3.0,1,2,1,3.0,0.0,3,3.0,0,1,0,1,0,0.0,0,1.0,0,0.0,1,1,1.0,1,1.0,0.0,1,0,1.0,35000.0
14,7,2017,Rajarajeshwari Nagar,12.9141589,77.5238925,3.0,4,1400,6.0,1,0.0,3.0,4.0,1,2,1,3.0,2.0,3,2.0,0,1,0,0,0,0.0,0,0.0,0,0.0,1,1,0.0,1,1.0,0.0,1,1,1.0,12000.0
6,1,2018,Nagarbhavi,12.96441613,77.50554988,2.0,4,700,1.0,1,1.0,1.0,1.0,3,1,1,1.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,8500.0
4,3,2018,Koramangala,12.9459205,77.61924382,6.0,4,300,1.0,1,0.0,2.0,3.0,3,3,1,1.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,12000.0
29,7,2018,Basavanagudi,12.93339369,77.56695239,2.0,2,1100,0.0,1,0.0,0.0,2.0,2,1,1,1.0,0.0,1,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,15000.0
2,1,2018,Ulsoor,12.97687015,77.62678059,2.0,2,750,10.0,0,0.0,1.0,1.0,3,2,1,0.0,1.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,17000.0
13,4,2018,Basavanagara,12.96754771,77.6829234,2.0,4,1100,2.0,1,0.0,3.0,4.0,3,3,1,4.0,1.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,16000.0
29,4,2018,BTM Layout,12.9236165,77.6010492,3.0,4,1983,10.0,1,0.0,6.0,19.0,1,2,1,3.0,3.0,3,3.0,1,1,1,1,0,1.0,0,1.0,1,0.0,1,1,0.0,1,1.0,1.0,0,1,1.0,45000.0
10,7,2017,Mahadevapura,12.99945199,77.68489814,2.0,4,900,2.0,1,1.0,1.0,2.0,3,1,0,2.0,0.0,0,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,11500.0
16,4,2018,Adugodi,12.9489316,77.6052002,2.0,4,600,7.0,2,4.0,3.0,3.0,1,1,0,2.0,1.0,0,1.0,0,1,0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,1,1,0.0,19000.0
2,12,2018,New Tippasandra,12.98151601,77.64847584,2.0,2,1100,10.0,1,7.0,1.0,2.0,3,2,1,2.0,1.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0.0,1.0,0,0,0.0,22000.0
20,12,2017,Hoodi,12.99409555,77.72894812,2.0,4,1400,8.0,1,7.0,17.0,18.0,1,2,1,2.0,2.0,3,2.0,1,1,1,1,0,1.0,1,1.0,1,0.0,1,1,0.0,1,1.0,1.0,0,1,1.0,31000.0
18,11,2017,Basaweshwara Nagar,12.99968588,77.54077757,1.0,2,600,37.0,1,1.0,0.0,2.0,3,2,0,1.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,11000.0
5,3,2018,"Thubarahalli, Whitefield",12.9520393,77.7208853,3.0,4,1400,3.0,1,0.0,2.0,4.0,1,3,0,6.0,2.0,3,2.0,0,0,0,0,0,0.0,0,0.0,1,0.0,1,0,0.0,1,0.0,0.0,1,1,0.0,22000.0
3,11,2018,Bommanahalli,12.90979572,77.62194751,1.0,2,700,3.0,1,1.0,4.0,5.0,1,2,1,2.0,2.0,3,2.0,1,1,0,1,0,0.0,1,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,1,0.0,14000.0
20,10,2017,Kasavanahalli,12.90788533,77.67881437,2.0,4,1160,1.0,1,0.0,3.0,4.0,1,3,1,5.0,2.0,3,2.0,0,1,1,1,0,0.0,1,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,1,1.0,20000.0
24,6,2018,Annasandrapalya Extension,12.96477051,77.67538366,1.0,4,600,8.0,1,0.0,4.0,4.0,3,2,1,1.0,1.0,1,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,1,1.0,8000.0
13,2,2018,Bilekahalli,12.90436701,77.60647002,3.0,4,1200,1.0,1,0.0,1.0,4.0,3,2,1,3.0,1.0,3,2.0,0,1,0,1,0,0.0,0,0.0,1,0.0,1,0,0.0,0,0.0,0.0,0,1,0.0,36000.0
14,2,2018,BTM Layout,12.90870003,77.60943348,2.0,4,700,3.0,1,0.0,1.0,2.0,3,2,1,2.0,1.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,13000.0
26,9,2017,Gunjur,12.9220588,77.7231568,2.0,2,1241,0.0,1,1.0,3.0,3.0,1,2,1,2.0,2.0,3,2.0,1,1,1,0,0,0.0,0,1.0,1,0.0,1,0,0.0,0,1.0,0.0,0,1,0.0,19000.0
28,11,2017,BTM 2nd Stage,12.9082396,77.6074088,2.0,4,1200,33.0,1,6.0,0.0,1.0,3,1,0,2.0,0.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,1.0,0,0.0,0.0,0,0,0.0,27000.0
14,4,2018,Marathahalli,12.94800287,77.69987728,3.0,2,1525,3.0,0,1.0,0.0,5.0,1,2,1,0.0,2.0,3,3.0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,1,0.0,1,0.0,0.0,0,0,1.0,26000.0
22,6,2018,Mahalakshmipuram,12.99888333,77.54541669,2.0,4,1500,10.0,1,4.0,0.0,2.0,3,1,1,2.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,17000.0
7,3,2017,Banashankari,12.92263496,77.54572482,2.0,4,800,15.0,1,0.0,0.0,2.0,3,2,1,1.0,0.0,1,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,11000.0
8,1,2017,"Kempapura,Bellandur",12.9459057,77.6754167,2.0,2,1210,2.0,1,0.0,1.0,3.0,1,3,1,2.0,2.0,3,2.0,0,1,0,1,0,0.0,1,1.0,1,0.0,1,1,1.0,1,1.0,0.0,1,1,0.0,20000.0
1,6,2018,Kaikondrahalli,12.91128468,77.67628317,2.0,2,1270,1.0,1,7.0,2.0,4.0,1,3,0,5.0,4.0,3,2.0,1,1,1,0,0,0.0,1,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,1,0.0,23000.0
22,10,2017,"Kodigehalli,Krishnarajapura",12.9998457,77.7244923,2.0,4,1165,3.0,1,1.0,0.0,5.0,1,3,1,2.0,2.0,3,2.0,1,1,1,1,0,1.0,0,1.0,1,1.0,1,1,1.0,0,1.0,1.0,1,1,1.0,15000.0
11,11,2017,Padmanabhanagar,12.91590916,77.55957826,2.0,2,1200,4.0,1,1.0,2.0,2.0,3,2,0,2.0,0.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,13000.0
7,11,2017,Chamarajpet,12.95730306,77.56392527,2.0,2,1200,8.0,1,0.0,2.0,3.0,3,2,1,2.0,1.0,1,2.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,18000.0
20,8,2017,JP Nagar,12.910491,77.5857168,2.0,4,800,2.0,1,2.0,2.0,4.0,3,2,1,2.0,0.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,1.0,0.0,0,0,0.0,9500.0
7,3,2018,Panathur,12.9361321,77.7038836,2.0,1,600,3.0,1,0.0,2.0,4.0,1,2,1,1.0,1.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,1,1,0.0,0,1.0,1.0,0,0,0.0,12500.0
4,12,2018,BTM 2nd Stage,12.90909567,77.60465398,1.0,4,450,10.0,1,4.0,1.0,2.0,3,2,1,1.0,1.0,1,1.0,0,0,0,1,0,0.0,0,1.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,10500.0
30,11,2017,Ulsoor,12.97648938,77.62591235,2.0,4,1000,10.0,1,1.0,1.0,3.0,3,1,1,2.0,1.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,1.0,0.0,0,0,0.0,17000.0
14,3,2018,Shanthala Nagar,12.9722556,77.604216,3.0,4,1500,25.0,1,7.0,1.0,3.0,1,2,1,3.0,1.0,3,3.0,0,0,0,1,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,40000.0
20,4,2018,Whitefield,12.974351,77.7139398,2.0,4,1225,8.0,1,0.0,1.0,4.0,1,2,1,2.0,3.0,3,2.0,0,1,0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,1,1.0,1.0,0,1,1.0,19000.0
27,4,2018,Whitefield,12.9797662,77.7660778,3.0,2,1602,0.0,1,7.0,1.0,3.0,1,3,0,6.0,2.0,3,3.0,1,1,1,1,1,1.0,1,1.0,0,0.0,1,0,0.0,1,0.0,1.0,0,1,0.0,21000.0
22,9,2017,Banashankari,12.9259627,77.5684012,3.0,2,1400,23.0,1,4.0,2.0,2.0,3,1,1,3.0,1.0,2,3.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0.0,1,1.0,0.0,0,0,0.0,26000.0
11,6,2017,Shanti Nagar,12.95878178,77.60065764,2.0,2,600,2.0,1,1.0,3.0,4.0,3,1,0,2.0,2.0,0,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,17000.0
18,7,2017,"Siddapura,Whitefield",12.9591412,77.7322519,2.0,2,1100,0.0,1,7.0,3.0,4.0,1,2,1,2.0,2.0,3,2.0,1,1,1,0,0,1.0,1,1.0,0,0.0,1,1,0.0,0,1.0,1.0,1,1,1.0,21000.0
11,7,2017,Padmanabhanagar,12.91635665,77.5589091,3.0,2,1200,6.0,1,1.0,0.0,2.0,3,2,1,3.0,1.0,1,3.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,19000.0
7,3,2018,Doddanekkundi,12.97408639,77.68431713,4.0,2,2200,3.0,1,0.0,0.0,1.0,3,1,1,4.0,1.0,3,4.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,35000.0
8,2,2017,Murugeshpalya,12.95451904,77.65378969,1.0,2,650,9.0,1,0.0,3.0,4.0,3,2,1,1.0,1.0,1,1.0,0,0,0,1,0,0.0,0,1.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,15500.0
5,12,2018,Binnipete,12.97769167,77.56472142,1.0,2,650,2.0,1,1.0,1.0,3.0,3,2,1,1.0,1.0,3,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0.0,0,1.0,1.0,0,0,1.0,13000.0
2,7,2018,Marathahalli,12.95546346,77.69364577,1.0,4,550,2.0,1,1.0,2.0,4.0,3,2,0,1.0,0.0,1,1.0,0,0,0,1,0,0.0,1,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,11500.0
14,4,2018,BTM Layout,12.91939257,77.61330367,1.0,4,450,10.0,1,1.0,0.0,3.0,3,1,1,1.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,1,0.0,12000.0
3,9,2018,Malleswaram,12.99490059,77.57327897,3.0,2,1400,10.0,0,0.0,1.0,2.0,3,2,1,0.0,2.0,3,3.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,1.0,1,1.0,0.0,0,0,0.0,30000.0
17,5,2018,Nagarbhavi,12.976705,77.51610472,2.0,2,800,6.0,1,1.0,0.0,1.0,2,1,1,3.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,1,1,0.0,1,0.0,0.0,0,0,0.0,11000.0
29,9,2017,Munnekollal,12.95192116,77.7117087,2.0,2,1600,5.0,1,0.0,1.0,5.0,1,2,1,2.0,3.0,3,2.0,1,1,1,0,0,0.0,0,0.0,1,0.0,1,0,0.0,1,0.0,0.0,0,1,0.0,23000.0
10,2,2017,Basavanagudi,12.93960848,77.57811606,3.0,4,1350,15.0,1,2.0,3.0,4.0,1,2,1,5.0,3.0,3,3.0,0,1,0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,1,0.0,0.0,1,1,1.0,30000.0
16,6,2018,Srinivaspura,12.90282445,77.50468424,2.0,2,900,4.0,1,0.0,0.0,0.0,2,2,0,2.0,0.0,1,2.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,15000.0
13,9,2017,Udayanagar 2nd stage,12.98857641,77.67421215,2.0,4,1000,12.0,1,0.0,0.0,3.0,3,1,1,2.0,0.0,1,2.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,16000.0
3,8,2018,Basavanagara,12.96695671,77.68242713,1.0,4,750,6.0,0,1.0,2.0,2.0,3,1,1,1.0,1.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0,0,0.0,10000.0
27,1,2018,JP Nagar,12.91039422,77.58378312,2.0,4,1200,15.0,1,4.0,2.0,3.0,1,1,1,2.0,2.0,3,2.0,0,0,0,1,0,0.0,0,1.0,0,0.0,1,1,0.0,1,1.0,0.0,1,0,1.0,22000.0
22,6,2018,BTM 2nd Stage,12.9014005,77.60927861,3.0,2,2200,8.0,2,0.0,2.0,5.0,1,2,0,3.0,3.0,3,3.0,1,0,0,1,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,35000.0
5,2,2018,"Chandra Layout, Bengaluru, Karnataka, India",12.9582321,77.525388,3.0,4,2500,12.0,1,0.0,0.0,0.0,2,1,1,1.0,1.0,3,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,1,1,0.0,1,0.0,0.0,1,0,0.0,24999.0
10,3,2017,Mangammanapalya,12.90058727,77.63477688,2.0,2,1036,6.0,1,1.0,2.0,3.0,1,2,0,2.0,2.0,3,2.0,0,1,0,1,0,0.0,0,0.0,0,0.0,1,0,0.0,0,1.0,0.0,0,1,0.0,17000.0
1,6,2018,Chandra Layout,12.95916699,77.51916624,2.0,4,600,15.0,0,0.0,0.0,0.0,2,2,0,0.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,8000.0
23,1,2018,Banashankari,12.94199274,77.5507938,1.0,4,400,0.0,0,1.0,0.0,2.0,3,3,0,0.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,9500.0
27,7,2017,Kaggadasapura,12.98366514,77.6713272,2.0,4,1100,12.0,1,1.0,2.0,5.0,1,2,1,2.0,1.0,3,2.0,0,1,0,1,0,0.0,0,1.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,19000.0
22,7,2017,Jayanagar 4 Block,12.92734068,77.59791714,2.0,4,800,7.0,1,4.0,3.0,4.0,1,2,1,2.0,1.0,1,2.0,0,0,0,1,0,0.0,0,1.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,10000.0
27,2,2018,Marathahalli,12.95636082,77.69826644,1.0,1,400,0.0,1,0.0,2.0,2.0,3,1,0,1.0,1.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,11000.0
14,2,2018,Doddanekundi,12.9719286,77.69354394,2.0,2,800,4.0,1,0.0,2.0,2.0,3,1,1,1.0,1.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0.0,14000.0
21,8,2017,"Nallurhalli,Whitefield",12.9703009,77.7394709,2.0,2,1119,0.0,1,7.0,6.0,11.0,1,3,1,3.0,2.0,3,2.0,1,1,1,1,0,1.0,0,1.0,1,0.0,1,0,0.0,0,1.0,1.0,1,1,1.0,20000.0
13,9,2017,"Rajaji Nagar, Bengaluru, Karnataka, India",12.9900578,77.5524925,2.0,1,675,30.0,0,0.0,0.0,0.0,3,1,1,0.0,0.0,1,1.0,1,0,1,0,0,1.0,0,1.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,10000.0
25,9,2017,JP Nagar,12.9114986,77.573069,3.0,2,1000,9.0,1,0.0,0.0,3.0,3,2,1,3.0,0.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,15000.0
22,3,2018,Nayanda Halli,12.93715971,77.5178634,2.0,4,450,4.0,1,0.0,3.0,3.0,3,2,1,1.0,1.0,1,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,1.0,0.0,0,0,1.0,9000.0
19,9,2017,RR Nagar,12.91937942,77.52049852,2.0,4,1200,5.0,1,0.0,1.0,2.0,3,2,1,2.0,1.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,12000.0
7,8,2017,Koramangala,12.92853331,77.63163643,3.0,4,2000,10.0,1,0.0,2.0,2.0,2,2,1,3.0,1.0,3,3.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,1.0,48500.0
21,12,2017,Bapuji Nagar,12.95616499,77.54138394,2.0,2,650,5.0,1,1.0,1.0,1.0,3,1,0,2.0,1.0,1,2.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,10000.0
4,1,2018,"Telecom Layout,Padmanabhanagar",12.9117472,77.5548218,3.0,2,1600,10.0,1,0.0,2.0,4.0,1,1,1,10.0,0.0,3,2.0,0,1,0,1,0,0.0,0,0.0,0,0.0,1,1,0.0,1,0.0,0.0,0,0,0.0,20000.0
2,3,2018,Halanayakanahalli,12.9046882,77.6842725,2.0,4,1060,3.0,1,0.0,1.0,4.0,1,3,1,2.0,1.0,3,2.0,1,1,0,1,0,0.0,1,1.0,0,0.0,1,1,0.0,1,1.0,0.0,1,1,0.0,22000.0
7,9,2017,Nallurhalli,12.97279223,77.73405965,2.0,2,300,0.0,1,1.0,2.0,5.0,1,3,1,2.0,2.0,3,2.0,0,1,0,0,0,0.0,0,0.0,1,0.0,1,1,0.0,1,0.0,0.0,0,0,0.0,20000.0
27,4,2018,Jayanagar 6th Block,12.93088438,77.57587542,1.0,4,550,10.0,1,1.0,1.0,1.0,3,1,0,1.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,1,1,0.0,0,0.0,0.0,0,0,0.0,12000.0
22,5,2018,"HSR Layout, Sector 07, Near Madina Masjid",12.9071637,77.6329758,2.0,4,1050,5.0,0,1.0,1.0,2.0,2,1,1,0.0,1.0,3,2.0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,1,0.0,1,0.0,0.0,0,0,0.0,12000.0
23,9,2017,BTM Layout 1,12.91819373,77.6021352,2.0,2,900,10.0,0,4.0,1.0,2.0,3,2,1,0.0,0.0,3,1.0,0,0,0,1,0,0.0,0,1.0,0,0.0,0,1,0.0,1,0.0,0.0,0,0,0.0,21000.0
30,7,2017,Banashankari,12.93411097,77.56146658,3.0,2,1000,6.0,1,0.0,3.0,4.0,3,3,1,3.0,1.0,3,2.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0.0,19000.0
19,5,2018,Shivaji Nagar,12.9802374,77.6060408,2.0,4,1200,20.0,1,0.0,1.0,4.0,1,2,1,2.0,2.0,3,2.0,0,1,0,0,0,0.0,0,1.0,1,0.0,1,0,0.0,0,0.0,0.0,1,0,0.0,30000.0
17,7,2018,Pulkeshi Nagar,12.99957125,77.6095234,2.0,2,700,1.0,0,4.0,2.0,3.0,2,2,0,0.0,1.0,0,1.0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,0,0.0,12000.0
13,11,2017,JP Nagar 4th Phase,12.90419369,77.59536595,6.0,1,750,3.0,1,0.0,3.0,3.0,3,2,1,2.0,0.0,1,1.0,0,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,8500.0
22,12,2017,Sarjapur Road Post Railway Crossing,12.90436459,77.70708466,2.0,2,1272,2.0,1,0.0,10.0,12.0,1,3,0,3.0,2.0,3,2.0,1,1,1,1,0,1.0,0,1.0,1,0.0,1,1,0.0,1,1.0,1.0,0,1,1.0,25000.0
10,9,2017,RR Nagar,12.91483567,77.51780344,2.0,2,1000,10.0,1,1.0,1.0,3.0,1,1,0,3.0,1.0,3,2.0,0,1,0,0,0,0.0,0,0.0,0,0.0,1,1,0.0,0,0.0,0.0,0,0,0.0,12700.0
